Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GATES_AT_RANDOM,0.13502185651838378
ZNE_LINEAR_1_3_5_FOLD_GATES_AT_RANDOM,0.4183319762292495
ZNE_LINEAR_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.4562807142857131
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GATES_AT_RANDOM,0.1900328571428557
ZNE_RICHARDSON_1_3_5_FOLD_GATES_AT_RANDOM,0.20552627067798027
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.13328571428571614
PCE_LINEAR,0.07169262681539719
PCE_EXPONENTIAL,0.1499485319909041
