Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GATES_AT_RANDOM,0.2100216666666647
ZNE_LINEAR_1_3_5_FOLD_GATES_AT_RANDOM,0.3987574999999978
ZNE_LINEAR_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.4346049999999977
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GATES_AT_RANDOM,0.1565933333333311
ZNE_RICHARDSON_1_3_5_FOLD_GATES_AT_RANDOM,0.18559499999999857
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.1690666666666697
PCE_LINEAR,0.057771799435352
PCE_EXPONENTIAL,0.07897247870670773
