Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GATES_AT_RANDOM,0.29219730493262
ZNE_LINEAR_1_3_5_FOLD_GATES_AT_RANDOM,0.5410522763069047
ZNE_LINEAR_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.587243749999997
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GATES_AT_RANDOM,0.2705474999999967
ZNE_RICHARDSON_1_3_5_FOLD_GATES_AT_RANDOM,0.322558688967222
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.1841500000000003
PCE_LINEAR,0.14046004058734846
PCE_EXPONENTIAL,0.12013550173260082
