Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GATES_AT_RANDOM,0.6815483333333311
ZNE_LINEAR_1_3_5_FOLD_GATES_AT_RANDOM,0.8665295833333312
ZNE_LINEAR_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.8971974999999979
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GATES_AT_RANDOM,0.7195299999999977
ZNE_RICHARDSON_1_3_5_FOLD_GATES_AT_RANDOM,0.7733612499999982
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GATES_AT_RANDOM,0.519049999999997
PCE_LINEAR,0.3214987437434397
PCE_EXPONENTIAL,0.24027830013730114
