Method,Average Absolute Error
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.3019714285714314
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.3699582589285658
PCE_LINEAR,0.322665808121047
PCE_EXPONENTIAL,0.3350132108758611
