Method,Average Absolute Error
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.15122857142857277
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.04267388392857254
PCE_LINEAR,0.034282586613538446
PCE_EXPONENTIAL,0.022592174875147884
