Method,Average Absolute Error
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.13968571428571797
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.00860691964285749
PCE_LINEAR,0.014311165487689959
PCE_EXPONENTIAL,0.020789879091041175
