Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.08587358735873606
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.03184604174703197
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.05781578157815679
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.06174999999999897
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.1214899999999995
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.04893999999999999
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.028753823529411332
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.01825682568256809
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.2436000000000041
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.07386406250000412
PCE_LINEAR,0.027354160471984496
PCE_EXPONENTIAL,0.03539711838179515
