Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.23518851885188252
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.28152886717242837
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.4789353935393505
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.5367699999999964
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6399424999999968
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.2541499999999964
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.3202592647058787
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.2549429942994274
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.377900000000007
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.17384062499999406
PCE_LINEAR,0.26348070726948897
PCE_EXPONENTIAL,0.05332772665245966
