Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.4058533333333261
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.44581571428570743
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.6597024999999931
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.7060499999999931
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.7710308333333266
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.4271099999999929
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.5012826960784242
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.45121374999999403
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.21938333333333068
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.34561653645831825
PCE_LINEAR,0.39213908779112344
PCE_EXPONENTIAL,0.19648099287681026
