Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.07904417016656698
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.07045819099046062
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.20638553184194625
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.23371999999999868
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.3462785714285704
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.059314285714285174
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.10058915966386399
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.0587817133796172
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.20093571428571813
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.030506082589286637
PCE_LINEAR,0.07771470763615093
PCE_EXPONENTIAL,0.06983652504365953
