Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.11709670967096639
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.06458360121726255
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.17204470447044468
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.1946249999999975
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.3060474999999978
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.10034999999999857
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.09270985294117365
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.045795829582956846
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.3507500000000059
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.09680664062500496
PCE_LINEAR,0.06698312455394119
PCE_EXPONENTIAL,0.04500967405070355
