Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.09026999999999764
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.11134928571428282
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.27261249999999704
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.3016249999999969
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.4292941666666638
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.11657999999999695
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.1435444117647025
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.09590749999999779
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.2760166666666711
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.06793125000000302
PCE_LINEAR,0.12812105187700706
PCE_EXPONENTIAL,0.050988436570913676
