Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.4347833043339083
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.5024916644524207
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.7138657226855416
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.7507549999999954
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.8089419999999954
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.46951599999999516
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.5563578823529364
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.5380279894402072
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.21129999999999524
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.4055504687499874
PCE_EXPONENTIAL,0.15330328948402488
