Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.06045499999999928
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.02944642857142754
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.11441861111110907
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.13191611111110904
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.21935666666666492
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.03216222222222108
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.039037058823527294
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.023934583333331778
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.29505555555556146
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.021781944444445915
PCE_LINEAR,0.03965799664038929
PCE_EXPONENTIAL,0.028806770531364562
