Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.07613847723045428
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.1493344418825892
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.2927801443971102
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.3226529999999981
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.45135849999999833
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.14375799999999797
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.157448676470586
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.10493790124197408
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.2216300000000042
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.040271015624999226
PCE_LINEAR,0.16050001053958013
PCE_EXPONENTIAL,0.05062833336912701
