Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.2983120337593184
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.3154865474119029
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.5342098158036777
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.5811299999999937
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6781159999999938
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.2916379999999936
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.3589600588235229
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.3057628847422999
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.1882100000000002
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.19052429687498548
PCE_EXPONENTIAL,0.12816509088083544
