Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.10733073307330568
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.12300587201577011
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.2668391839183889
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.295049999999997
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.4250024999999972
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.12980999999999826
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.14278426470587938
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.0843121812181198
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.26735000000000675
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.09300078125000355
PCE_LINEAR,0.11953560013505962
PCE_EXPONENTIAL,0.05132687185525311
