Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.06777166666666734
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.03357142857142852
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.07526416666666522
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.0850633333333318
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.15219499999999891
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.040133333333333764
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.03656303921568528
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.01328249999999953
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.33421666666667293
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.03078750000000068
PCE_LINEAR,0.0388926979121211
PCE_EXPONENTIAL,0.025980128752247283
