Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.12459245924592474
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.07117997514037015
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.20572057205720454
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.22594999999999876
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.34795249999999894
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.0624199999999999
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.10081294117646902
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.06878937893789346
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.37805000000000616
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.11677382812500273
PCE_LINEAR,0.06861726399171011
PCE_EXPONENTIAL,0.06801121386510911
