Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.0509956858375473
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.042809389119494085
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.11957694065883695
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.14016071428571278
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.22537857142857032
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.04512857142857134
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.0513280462184859
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.024468586611810377
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.3053928571428632
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.03467712053571608
PCE_LINEAR,0.05621382027344455
PCE_EXPONENTIAL,0.044067939378853685
