Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.054474044740447855
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.024563602778884787
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.07433999339993251
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.08688749999999848
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.15274099999999893
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.025445999999999795
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.029793735294116153
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.010662106621065315
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.2760000000000057
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.023526210937502234
PCE_EXPONENTIAL,0.02957696654135285
