Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.09431770926156594
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.10765672870466685
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.26239479989702413
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.293775742574254
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.4199245049504917
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.10016831683168029
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.13238070762958254
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.08384386324481401
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.23138118811881503
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.030308941831680147
PCE_EXPONENTIAL,0.041954048063233516
