Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.08371760806833765
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.11726909843391957
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.26902195651552513
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.2995371428571397
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.42765071428571144
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.11698285714285409
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.14128962184873609
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.09376767806633875
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.25502857142857616
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.04128281249999853
PCE_LINEAR,0.13148452678292952
PCE_EXPONENTIAL,0.05036552817180724
