Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.04849650488128479
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.019335319228386473
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.05568501356462409
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.06241485148514754
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.11595099009900933
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.03369801980198026
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.031221039603959704
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.007571065763677942
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.2046485148514884
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.015186068997526104
PCE_EXPONENTIAL,0.028890656066289627
