Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.07133957320853328
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.0960966494955786
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.23334783304333612
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.2675399999999969
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.3868944999999971
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.07219799999999708
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.11813885294117302
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.07251754964900457
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.19158000000000347
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.04763234374999824
PCE_LINEAR,0.08626482131775728
PCE_EXPONENTIAL,0.059234084910490745
