Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.08189436211275625
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.06723251249260512
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.17354102917941405
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.19032099999999744
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.3048479999999979
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.07562399999999854
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.0794920882352913
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.04439311213775562
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.24154000000000336
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.02214015625000034
PCE_LINEAR,0.07109771540112406
PCE_EXPONENTIAL,0.03492995788321239
