Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.11659833333333207
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.1490985714285697
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.2956108333333315
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.32563833333333136
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.45682916666666495
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.14706666666666474
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.15491004901960556
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.10031499999999885
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.2753000000000035
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.04990013020833371
PCE_LINEAR,0.15362110754004418
PCE_EXPONENTIAL,0.05252561684713205
