Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.11014166666666556
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.165104999999999
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.3595074999999988
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.3995649999999987
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.5220583333333323
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.14059333333333207
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.20105465686274354
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.14875999999999973
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.20476666666667
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.07507096354166241
PCE_LINEAR,0.1844748241294088
PCE_EXPONENTIAL,0.0663743565983782
