Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.25800608006079595
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.3040746836039749
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.5344510945109409
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.5804104999999958
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6749972499999959
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.26850499999999566
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.34783382352940734
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.30769320193201605
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.10025500000000116
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.18233691406248745
PCE_EXPONENTIAL,0.05285679530047419
