Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.1079269163738169
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.14954052333198536
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.3634567583783309
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.39962571428571303
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.5210860714285704
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.15203142857142718
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.20058027310924223
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.15253974886431787
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.16923571428571726
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.07622081473213656
PCE_LINEAR,0.18136364228780988
PCE_EXPONENTIAL,0.06276344550484148
