Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.2683468346834673
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.23923106596373844
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.4707770777077699
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.506389999999999
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6235474999999993
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.22606999999999916
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.29533191176470464
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.22719396939693975
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.332600000000006
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.15343749999999756
PCE_LINEAR,0.2526325943899219
PCE_EXPONENTIAL,0.07416596070243058
