Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.2872738727387206
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.3325882544539669
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.5609076090760844
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.6064474999999936
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6970202499999936
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.3061309999999934
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.3826554999999934
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.34091590915908615
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.1509149999999977
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.20531023437498502
PCE_EXPONENTIAL,0.21554085524190705
