Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.1300805691265926
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.19838127073919903
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.37138367475214557
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.40886142857142416
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.5326028571428528
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.18370714285713835
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.21600233193276835
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.15887867489499952
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.16229285714285818
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.061068191964279726
PCE_LINEAR,0.2001567696042475
PCE_EXPONENTIAL,0.0376821149212692
