Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.10253894922101611
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.06120220452733727
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.1479650406991842
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.17015699999999806
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.2713194999999984
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.06919200000000007
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.06372467647058633
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.039144717105656625
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.33131000000000616
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.03725210937500118
PCE_LINEAR,0.06523277803516601
PCE_EXPONENTIAL,0.04363818203718008
