Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.19101499999999624
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.2372135714285683
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.4503649999999967
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.4839349999999967
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6027724999999968
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.23945333333332983
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.2776576960784277
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.22263749999999752
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.21973333333333675
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.12545195312499152
PCE_LINEAR,0.23789520308154888
PCE_EXPONENTIAL,0.06241305251749909
