Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.1994900101997947
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.24568565771541637
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.46935461290774105
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.5147119999999992
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.6181879999999993
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.22066799999999898
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.27609011764705765
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.24016919661606773
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.219540000000003
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.13844484374999197
PCE_LINEAR,0.24934194120407321
PCE_EXPONENTIAL,0.052915541560241475
