Method,Average Absolute Error
ZNE_LINEAR_1_1.1_1.2_FOLD_GLOBAL,0.6576607660766027
ZNE_LINEAR_1_1.2_1.6_FOLD_GLOBAL,0.6702884574171658
ZNE_LINEAR_1_3_5_FOLD_GLOBAL,0.8180893089308885
ZNE_LINEAR_1_2_3_4_5_FOLD_GLOBAL,0.8534399999999953
ZNE_LINEAR_1_3_5_7_9_FOLD_GLOBAL,0.8843074999999953
ZNE_LINEAR_1_1.1_1.2_1.3_1.4_FOLD_GLOBAL,0.6267799999999951
ZNE_LINEAR_1_1.2_1.5_1.8_2_FOLD_GLOBAL,0.7298229411764658
ZNE_RICHARDSON_1_3_5_FOLD_GLOBAL,0.7059630963096267
ZNE_RICHARDSON_1_2_3_4_5_FOLD_GLOBAL,0.526699999999998
ZNE_RICHARDSON_1_3_5_7_9_FOLD_GLOBAL,0.5902488281249879
PCE_LINEAR,0.5387966119101029
PCE_EXPONENTIAL,0.36361176402373024
